"desc_archivo","nro_veces",,,,
,,,,,
ACTA 003 APERTURA DE OFERTA,1,,,,
,,,,,
ACTA 003_APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 003 APERTURA DE OFERTAS - SIE-AMEP-011-2022-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 003 APERTURA DE OFERTAS SIE-ESPOL-004-2020,1,,,,
,,,,,
ACTA 003 APERTURA Y CONVALIDACION,1,,,,
,,,,,
ACTA 003 CALIFICACION,1,,,,
,,,,,
ACTA 003 CALIFICACI�N,1,,,,
,,,,,
ACTA 003 CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA003 CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 003 CALIFICACI�N DE OFERTAS,1,,,,
,,,,,
ACTA 003 CALIFICACION DE OFERTAS final-signed,1,,,,
,,,,,
ACTA 003 CALIFICACION DE OFERTAS signed,1,,,,
,,,,,
acta_003_cdm_21_de_enero_2022,1,,,,
,,,,,
acta_003_cdm_21_de_enero_2022.pdf,1,,,,
,,,,,
acta 003 cdm 21 de enero.pdf,1,,,,
,,,,,
Acta 003 - Conocimiento de informe y calificaci�n,1,,,,
,,,,,
Acta 003 Convalidacion de errores,1,,,,
,,,,,
Acta 003 Convalidacion de Errores,1,,,,
,,,,,
ACTA 003 - CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 003 CONVALIDACI�N DE ERRORES,1,,,,
,,,,,
ACTA 003 CONVALIDACION DE ERRORES DE FORMA,1,,,,
,,,,,
ACTA 003 CONVALIDACION DE ERRORES SIE 097-signed,1,,,,
,,,,,
ACTA 003 CONVALIDACION DE ERRORES SIE-42-signed,1,,,,
,,,,,
ACTA 003 DE APERTURA DE OFERTAS SIE07,1,,,,
,,,,,
ACTA 003 DECLARATORIA DESIERTO,1,,,,
,,,,,
ACTA 003 DE COMISI�N T�CNICA,1,,,,
,,,,,
ACTA 003 DE CONVALIDACION,1,,,,
,,,,,
ACTA 003 DE DESIERTO,1,,,,
,,,,,
ACTA 003 DETALLES DE ERRORES DE FORMA Y SOLICITUD DE CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 003 INFORME CALIFICACION DESIERTO,1,,,,
,,,,,
ACTA 003 INFORME RECOMENDACION,1,,,,
,,,,,
ACTA 003 NO TENER CONFLICTO DE INTERES FIRMADO,1,,,,
,,,,,
acta_003.pdf,1,,,,
,,,,,
ACTA 003-R2-SIE-MIMG-060-2021 CONVALIDACION CALIFICACION,1,,,,
,,,,,
ACTA 003-R2-SIE-MIMG-137-2021-signed-signed,1,,,,
,,,,,
ACTA 003-R-SIE-MIMG-003-2022 APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 003-R-SIE-MIMG-079-2021-signed,1,,,,
,,,,,
ACTA 003-R-SIE-MIMG-096-2021-signed,1,,,,
,,,,,
ACTA 003-R-SIE-MIMG-097-2021-signed,1,,,,
,,,,,
acta 003-R-SIE-MIMG-137-2021 INFORME CALIFICACION DESIERTO CT signed,1,,,,
,,,,,
ACTA 003-R-SIE-MIMG-165-2021-signed - copia,1,,,,
,,,,,
ACTA 003-R-SIE-MIMG-196-2021-signed,1,,,,
,,,,,
ACTA 003-R-SII-MIMG-001-2022-signed,1,,,,
,,,,,
ACTA 003-R-SII-MIMG-002-2021 CALIFICACION CT,1,,,,
,,,,,
ACTA 003-SIE-FTTG-004-2021,1,,,,
,,,,,
ACTA 003-SIE-MIMG-001-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-003-2022 APERTURA DE SOBRES,1,,,,
,,,,,
ACTA 003-SIE-MIMG-012-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-013-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-018-2021 APERTURA,1,,,,
,,,,,
ACTA 003-SIE-MIMG-021-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-026-2020,1,,,,
,,,,,
ACTA 003-SIE-MIMG-041-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-049-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-051-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-056-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-057-2021,1,,,,
,,,,,
ACTA 003-SIE-MIMG-060-2021 APERTURA,1,,,,
,,,,,
ACTA 003-SIE-MIMG-061-2021 ACTA DE APERTURA,1,,,,
,,,,,
ACTA 003-SIE-MIMG-061-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-063-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-064-2021 INFORME CALIFICACION DESIERTO,1,,,,
,,,,,
ACTA 003-SIE-MIMG-070-2021-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-076-2021-signed-signed-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-084-2022 APERTURA DE SOBRES CT-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-086-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-093-2022_firmado,1,,,,
,,,,,
ACTA 003-SIE-MIMG-097-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-102-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-107-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-113-2021 CONVALIDACION CALIFICACION DESIERTO,1,,,,
,,,,,
ACTA 003-SIE-MIMG-116-2021,1,,,,
,,,,,
ACTA 003-SIE-MIMG-121-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-122-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-125-2022-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-130-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-148-2021 APERTURA,1,,,,
,,,,,
ACTA 003-SIE-MIMG-153-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-163-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-167-2020 NEGOCIACION,1,,,,
,,,,,
ACTA 003-SIE-MIMG-168-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-170-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-181-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-196-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-197-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-200-2021-signed,1,,,,
,,,,,
ACTA 003-SIE-MIMG-205-2021 APERTURA,1,,,,
,,,,,
ACTA 003-SIE-MIMG-217-2021-signed,1,,,,
,,,,,
ACTA 003-SII-MIMG-012-2022-signed,1,,,,
,,,,,
ACTA 003-SII-MIMG-016-2022 calificacion-signed-signed-signed,1,,,,
,,,,,
ACTA 003-SII-MIMG-021-2021-signed,1,,,,
,,,,,
ACTA 003-SII-MIMG-021-2022 CALIFICACION-signed-signed,1,,,,
,,,,,
ACTA 003 Solicitud de convalidaci�n de errores,1,,,,
,,,,,
ACTA 003 SOLICITUD DE CONVALIDACI�N DE ERRORES,1,,,,
,,,,,
Acta 004-2022,1,,,,
,,,,,
Acta 004-2022 ACTA DE CONVALIDACION,1,,,,
,,,,,
ACTA 004 An�lisis de convalidaci�n de errores,1,,,,
,,,,,
ACTA 004 AN�LISIS DE CONVALIDACI�N DE ERRORES,1,,,,
,,,,,
ACTA 004 APERTURA DE OFERTAS FIRMADO,1,,,,
,,,,,
ACTA 004 - CALIFICACI�N,1,,,,
,,,,,
Acta 004 Calificacion de Ofertas,1,,,,
,,,,,
Acta 004 Calificacion Ofertas,1,,,,
,,,,,
ACTA 004 DE CALIFICACION DE OFERTAS,1,,,,
,,,,,
acta_004_declaratoria_de_desierto_pintura-,1,,,,
,,,,,
Acta 004 de convalidaciOn de errores SIE BDE 004 2022,1,,,,
,,,,,
Acta 004-Desierto SIE-HDGDZ-MED-001,1,,,,
,,,,,
ACTA 004 INFORME,1,,,,
,,,,,
ACTA 004 INFORME DE EVALUACION DE OFERTAS SIE-097-signed,1,,,,
,,,,,
ACTA 004 INFORME DE EVALUACION DE OFERTAS SIE-17-signed,1,,,,
,,,,,
ACTA 004 INFORME DE EVALUACION DE OFERTAS SIE-42-signed,1,,,,
,,,,,
ACTA 004 INFORME RECOMENDACION COMISION TECNICA,1,,,,
,,,,,
ACTA 004-R2-SIE-MIMG-137-2021-signed,1,,,,
,,,,,
acta 004 Recomendacion,1,,,,
,,,,,
"ACTA 004 ""REVISION CONVALIDACION ERRORES""",1,,,,
,,,,,
ACTA 004 Revision convalidacion SIE022,1,,,,
,,,,,
ACTA 004 REVISION DE OFERTAS Y CONVALIDACION,1,,,,
,,,,,
ACTA 004 - REVISION DE OFERTAS Y CONVALIDACION,1,,,,
,,,,,
ACTA 004-R-SIE-MIMG-003-2022 INFORME CALIFICACION,1,,,,
,,,,,
ACTA 004-R-SII-MIMG-002-2021 NEGOCIACION CT,1,,,,
,,,,,
ACTA 004-SIE-MIMG-001-2022-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-003-2022 INFORME CALIFICACION,1,,,,
,,,,,
ACTA 004-SIE-MIMG-012-2022-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-056-2022 INFORME CALIFICACION_firmado-signed-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-061-2022-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-063-2022 CALIFICACION - DESIERTO-signed-signed-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-084-2022-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-086-2022-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-088-2021-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-097-2021-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-116-2021,1,,,,
,,,,,
ACTA 004-SIE-MIMG-121-2022-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-148-2021 INFORME CALIFICACION DESIERTO,1,,,,
,,,,,
ACTA 004-SIE-MIMG-168-2021-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-181-2021-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-197-2021-signed,1,,,,
,,,,,
ACTA 004-SIE-MIMG-205-2021 CALIFICACION,1,,,,
,,,,,
ACTA 004-SII-MIMG-002-2021 CALIFICACION,1,,,,
,,,,,
ACTA 004-SII-MIMG-021-2021-signed,1,,,,
,,,,,
Acta 005-2022- ACTA DE CALIFICACION,1,,,,
,,,,,
ACTA 005 ACTA CONVALIDACION DE ERRORES FIRMADO,1,,,,
,,,,,
ACTA_005_APERTURA_CONVALIDACION,1,,,,
,,,,,
ACTA 005 Calificaci�n de ofertas,1,,,,
,,,,,
acta_005_cdm_5_de_febrero_2022,1,,,,
,,,,,
ACTA 005 CIERRE DE CONVALIDACION,1,,,,
,,,,,
ACTA 005 - CONOCIMIENTO DE RESULTADOS DE PUJA,1,,,,
,,,,,
ACTA 005 CONTESTACION DE OFICIO SERCOP,1,,,,
,,,,,
ACTA 005 CONVALIDACION DE ERRORES-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 005 DE NEGOCIACION,1,,,,
,,,,,
ACTA 005 EVUALUACION Y CALIFICACION DE OFERTAS-signed,1,,,,
,,,,,
ACTA 005 INFORME RECOMENDACION DESIERTO,1,,,,
,,,,,
ACTA 005 INFORME RESULTADO DE PUJA SIE-26,1,,,,
,,,,,
ACTA 005.pdf,1,,,,
,,,,,
ACTA 005-R2-SIE-MIMG-137-2021-signed,1,,,,
,,,,,
Acta 005 Sesion Negociacion,1,,,,
,,,,,
Acta 005 SIE-BCE-022-2020,1,,,,
,,,,,
ACTA 005-SIE-MIMG-001-2022-signed-signed-signed,1,,,,
,,,,,
ACTA 005-SIE-MIMG-012-2022-signed,1,,,,
,,,,,
ACTA 005-SIE-MIMG-084-2022-signed,1,,,,
,,,,,
ACTA 005-SIE-MIMG-197-2021-signed,1,,,,
,,,,,
ACTA 005-SII-MIMG-021-2021-signed,1,,,,
,,,,,
ACTA 006 CALIFICACION,1,,,,
,,,,,
ACTA 006 - CONOCIMIENTO DE RESULTADOS DE PUJA,1,,,,
,,,,,
ACTA 006 REVISION DE DENUNCIA PRESENTADA POR OFERENTE Y RECOMENDACION,1,,,,
,,,,,
acta01,1,,,,
,,,,,
ACTA 010 - RECOMENDACION DECLARAR DESIERTO,1,,,,
,,,,,
ACTA 012-2021,1,,,,
,,,,,
ACTA 014 PROCESO SIE 033-2015,1,,,,
,,,,,
ACTA 016 RESOLUCION DESIERTO,1,,,,
,,,,,
ACTA 01 ACTA DE PREGUNTAS RESPUESTAS Y ACLARACIONES,1,,,,
,,,,,
ACTA 01 APERTURA DE OFERTAS SIE-CELEGU-006-21,1,,,,
,,,,,
ACTA 01 APERTURA DE OFERTAS SIE-CELEGU-066-2022,1,,,,
,,,,,
ACTA 01 APERTURA DE OFERTAS signed,1,,,,
,,,,,
ACTA 01 - APETURTA Y RECOMENDACION DE DESIERTO,1,,,,
,,,,,
Acta 01 Cierre de Presentacion de Ofertas,1,,,,
,,,,,
ACTA 01 DE LA SESION DE PREGUNTAS Y RESPUESTAS PROCESO SIEDINASED012020,1,,,,
,,,,,
"ACTA 01 PREGUNTAS, RESPUESTAS Y ACALARACIONES",1,,,
,,,,,
ACTA 01 Preguntas Respuestas y Aclaraciones,1,,,,
,,,,,
"ACTA 01 PREGUNTAS, RESPUESTAS Y ACLARACIONES",1,,,
,,,,,
ACTA 01 Preguntas Respuestas y Aclaraciones Anexo,1,,,,
,,,,,
ACTA 01 PREGUNTAS RESPUESTAS Y ACLARACIONES Anexo,1,,,,
,,,,,
ACTA 01 PREGUNTAS Y ACLARACIONES,1,,,,
,,,,,
Acta 02,1,,,,
,,,,,
acta_020_cdm_10_de_septiembre_de_2021.pdf,1,,,,
,,,,,
acta_020_cdm_10_de_septiembre_de_2021-signed-signed-signed-signed-signed-signed.pdf,1,,,,
,,,,,
Acta 022 Desierto SIE-HDGDZ-MED-003-AMIXICILINA-AC,1,,,,
,,,,,
acta_02-2.pdf,1,,,,
,,,,,
acta_028_revision_especificaciones_tecnicas_turneros_bce_,1,,,,
,,,,,
ACTA 02 ACTA DE APERTURA DE LAS OFERTAS,1,,,,
,,,,,
Acta 02 apertrua de ofertas,1,,,,
,,,,,
acta 02 apertura,1,,,,
,,,,,
Acta 02 Apertura,1,,,,
,,,,,
ACTA 02 APERTURA,1,,,,
,,,,,
ACTA 02 APERTURA DE OFERTA,1,,,,
,,,,,
Acta 02 Apertura de Ofertas,1,,,,
,,,,,
ACTA 02 APERTURA DE OFERTAS 124-21 signed,1,,,,
,,,,,
ACTA 02 APERTURA DE OFERTAS 243,1,,,,
,,,,,
ACTA 02 Apertura de Ofertas GC-signed,1,,,,
,,,,,
ACTA 02 APERTURA DE OFERTAS SIE-124A-21,1,,,,
,,,,,
ACTA 02 APERTURA DE OFERTAS SIE-CELEGU-197-21,1,,,,
,,,,,
ACTA 02 APERTURA DE OFERTAS SIE-CELEGU-217-2022,1,,,,
,,,,,
ACTA 02 APERTURA DE SOBRES,1,,,,
,,,,,
ACTA 02 APERTURA DE SOBRES Y CONVALIDACION,1,,,,
,,,,,
Acta 02 apertura ofertas,1,,,,
,,,,,
ACTA 02 APERTURA OFERTAS,1,,,,
,,,,,
ACTA 02 CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 02 CALIFICACION DE OFERTAS SIE-CELEGU-066-2022,1,,,,
,,,,,
Acta 02 calificacion ofertas,1,,,,
,,,,,
ACTA 02 DE APERTURA DE OFERTAS SIE-065-signed,1,,,,
,,,,,
acta 02 preguntas,1,,,,
,,,,,
ACTA 02 RECEPCION DE OFERTAS,1,,,,
,,,,,
ACTA 02-SIE-MIMG-217-2021-signed,1,,,,
,,,,,
Acta 03,1,,,,
,,,,,
ACTA 033,1,,,,
,,,,,
ACTA 034 DESIERTO,1,,,,
,,,,,
ACTA 037 DESIERTO AGUZADORES,1,,,,
,,,,,
ACTA 037 Y RESOLUCION 009,1,,,,
,,,,,
ACTA 037 Y RESOLUCION009 DESIERTO,1,,,,
,,,,,
ACTA 038 DESIERTO,1,,,,
,,,,,
acta 03 apertura,1,,,,
,,,,,
ACTA 03 APERTURA DE OFERTA,1,,,,
,,,,,
Acta 03 apertura de ofertas,1,,,,
,,,,,
ACTA 03 APERTURA DE OFERTAS Y CONVALIDACION,1,,,,
,,,,,
ACTA 03 APERTURA Y CONVALIDACION DE ERRORES SERVICIO DE VIGILANCIA JUNIO 2016,1,,,,
,,,,,
acta 03 calificacion,1,,,,
,,,,,
ACTA 03 CALIFICACION DE OFERTAS,1,,,,
,,,,,
Acta 03 Calificaci�n de Ofertas,1,,,,
,,,,,
ACTA 03 CALIFICACION DE OFERTAS SIE-CELEGU-197-21,1,,,,
,,,,,
Acta 03 Calificacion ofertas,1,,,,
,,,,,
acta 03 convalidacion,1,,,,
,,,,,
ACTA 03 CONVALIDACION,1,,,,
,,,,,
ACTA 03 CONVALIDACI�N DE ERRORES,1,,,,
,,,,,
ACTA 03 CONVALIDACION DE ERRORES 243,1,,,,
,,,,,
ACTA 03 CONVALIDACION DE ERRORES 243 Anexo,1,,,,
,,,,,
ACTA 03 CONVALIDACION DE ERRORES Anexo,1,,,,
,,,,,
ACTA 03 CONVALIDACION DE ERRORES-signed,1,,,,
,,,,,
Acta 03 Convalidaci�n Errores,1,,,,
,,,,,
ACTA 03 CONVALIDACIONES,1,,,,
,,,,,
ACTA 03 DE CALIFICACI�N,1,,,,
,,,,,
ACTA 04,1,,,,
,,,,,
ACTA 040 DESIERTO,1,,,,
,,,,,
ACTA 041 DESIERTO,1,,,,
,,,,,
ACTA 042 DE DEISERTO Y RESOLUCION,1,,,,
,,,,,
ACTA 044 2018,1,,,,
,,,,,
Acta 04 Calificaci�n,1,,,,
,,,,,
ACTA 04 Calificacion de Oferta GC-signed-signed-signed,1,,,,
,,,,,
ACTA 04 CALIFICACI�N DE OFERTAS,1,,,,
,,,,,
ACTA 04 CALIFICACION DE OFERTAS SIE-CELEGU-217-2022,1,,,,
,,,,,
ACTA 04 DE EVALUACION Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 04 DESIERTA SIE-HTMC-065-2022-signed-signed,1,,,,
,,,,,
ACTA 04 EVALUACION DE LA OFERTA,1,,,,
,,,,,
ACTA 04 RECEPCION DE CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 04 REVISION CONVALIDACION DE ERRORES,1,,,,
,,,,,
Acta 04 revision de convalidacion,1,,,,
,,,,,
acta 04 revision y convalidacion,1,,,,
,,,,,
ACTA 04 SESION DE NEGOCIACION,1,,,,
,,,,,
Acta 05,1,,,,
,,,,,
ACTA 05,1,,,,
,,,,,
ACTA 05 Calificacion de Oferta Anexo,1,,,,
,,,,,
ACTA 05 Calificacion de Oferta-signed EC-signed,1,,,,
,,,,,
ACTA 05 DESIERTA SIE-HTMC-039-2022-signed-signed,1,,,,
,,,,,
Acta 05 revision convalidacion,1,,,,
,,,,,
ACTA 060 RECEPCION DE OFERTAS,1,,,,
,,,,,
ACTA 061 APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 062 CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 063-2017,1,,,,
,,,,,
Acta 06 Calificacion oferta,1,,,,
,,,,,
acta 06 justificacion observaciones,1,,,,
,,,,,
Acta 071 Desierto SIE-HDGDZ-MED-032-SODIO CLORURO SOLUCION INF,1,,,,
,,,,,
Acta 076 Desierto SIE-HDGDZ-MED-019-ERITROPOYETINA INY,1,,,,
,,,,,
ACTA 081 DECLARAC DESIERT SIE-HDGDZ-IM-039-2011,1,,,,
,,,,,
ACTA 085-2019,1,,,,
,,,,,
ACTA 087-2017,1,,,,
,,,,,
ACTA 090-2019,1,,,,
,,,,,
Acta 092-2017 Aprobacion de Pliegos,1,,,,
,,,,,
ACTA 093-2019,1,,,,
,,,,,
ACTA 094-2011 DECLARAC DESIERT SIE-HDGDZ-IM-044-2011,1,,,,
,,,,,
ACTA 096-2017,1,,,,
,,,,,
ACTA 097-2019,1,,,,
,,,,,
ACTA1,1,,,,
,,,,,
Acta 104 Desierto SIE-HDGDZ-MED-033-TRAMADOL DIF PRESENT,1,,,,
,,,,,
Acta 106 DESIERTO SIE-HDGDZ-EQUIPOS-032-2010,1,,,,
,,,,,
Acta 1 077 preguntras y respuestas,1,,,,
,,,,,
Acta 108-2017 Conocimiento Proyecto de Respuestas,1,,,,
,,,,,
ACTA 1_1,1,,,,
,,,,,
Acta 111-Desierto Proceso EQUI-28-09,1,,,,
,,,,,
Acta 114 DESIERTO SIE-HDGDZ-MED-36-10,1,,,,
,,,,,
Acta 116-2017 Apertura de Sobres y Designacion de la Subcomision,1,,,,
,,,,,
Acta 1/2,1,,,,
,,,,,
acta 120,1,,,,
,,,,,
Acta 120-2017 Conocimiento de Informe de Analis de las Propuestas,1,,,,
,,,,,
Acta 121 DESIERTO SIE-HDGDZ-MED-44-10,1,,,,
,,,,,
ACTA 123-2017,1,,,,
,,,,,
Acta 123 DESIERTO SIE-HDGDZ-MED-47-10,1,,,,
,,,,,
Acta 137 DESIERTO SIE-HDGDZ-CAB-62-10,1,,,,
,,,,,
Acta 139 DESIERTO SIE-HDGDZ-MED-41-10,1,,,,
,,,,,
acta 1 3 y recomendaci�n,1,,,,
,,,,,
ACTA 14-DESIERTO CD-S,1,,,,
,,,,,
acta 152,1,,,,
,,,,,
ACTA 15-2010 RDC-044193,1,,,,
,,,,,
acta 153,1,,,,
,,,,,
acta 154,1,,,,
,,,,,
acta 155,1,,,,
,,,,,
acta 156,1,,,,
,,,,,
acta 157,1,,,,
,,,,,
Acta 1 570.pdf,1,,,,
,,,,,
acta 158,1,,,,
,,,,,
acta 15 compras final Acuerdo multipartes.pdf,1,,,,
,,,,,
acta 15 compras final.pdf,1,,,,
,,,,,
Acta 182 DESIERTO SIE-HDGDZ-MED-96-10,1,,,,
,,,,,
Acta 191 DESIERTO SIE-HDGDZ-MED-84-10,1,,,,
,,,,,
Acta 19 apertura de ofertas,1,,,,
,,,,,
ACTA 1-ACLARACIONES,1,,,,
,,,,,
ACTA 1 ACLARACIONES PREGUNTAS Y RESPUESTAS,1,,,,
,,,,,
ACTA 1 APERTURA DE OFERTA,1,,,,
,,,,,
Acta 1 apertura de ofertas,1,,,,
,,,,,
Acta 1 Apertura de ofertas,1,,,,
,,,,,
Acta 1 Apertura de Ofertas,1,,,,
,,,,,
Acta 1 Aprobacion de Pliegos,1,,,,
,,,,,
ACTA 1 AUDIENCIA DE PREGUNTAS Y ACLARACIONES,1,,,,
,,,,,
ACTA 1 COMISION,1,,,,
,,,,,
ACTA 1 COMISION TECNICA,1,,,,
,,,,,
ACTA 1 DE APERTURA DE SOBRE,1,,,,
,,,,,
ACTA 1 DE PREGUNTAS,1,,,,
,,,,,
ACTA 1 DE PREGUNTAS Y RESPUESTAS,1,,,,
,,,,,
ACTA 1 de proceso SIE-CNELGLR-021-21 -signed-3,1,,,,
,,,,,
ACTA 1 Designacin de secretaria ok-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 1 DESIGNACION COMISI�N T�CNICA,1,,,,
,,,,,
ACTA 1 DESIGNACION DEL SECRETARIO DE LA COMISION TECNICA,1,,,,
,,,,,
acta1 designacion del secretario-signed-signed-signed,1,,,,
,,,,,
ACTA 1 Designacion de secre 002-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 1 Designacion de secre 019-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 1 Designaci�n de secretaia 065-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 1 Designacion de secretaia 080-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 1 DESIGNACION DE SECRETARIA-1-signed-signed-signed-signed.pdf,1,,,,
,,,,,
Acta 1 Designacion de secretaria 216,1,,,,
,,,,,
ACTA 1 Designacion de secretaria BATAS-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 1 Designacion de secretaria CONECTOR-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 1Designacion de Secretaria de la Comision,1,,,,
,,,,,
ACTA 1 DESIGNACION DE SECRETARIA-signed-signed-1-signed.pdf,1,,,,
,,,,,
ACTA 1 Designacion de secretaria-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 1 DESIGNACION DE SECRETARIA -signed-signed-signed-signed,1,,,,
,,,,,
ACTA 1 DESIGNACION SECRETARIA,1,,,,
,,,,,
Acta 1 designacion secretaria 706.pdf,1,,,,
,,,,,
ACTA 1 DESIGNACION SECRETARIO,1,,,,
,,,,,
ACTA 1 DESIGNACION Y NOTIFICACION DE SECRETARIA,1,,,,
,,,,,
ACTA 1 NOTIFICACION Y DESIGNACION DE SECRETARIA.pdf,1,,,,
,,,,,
ACTA 1 OBSERVACIONES,1,,,,
,,,,,
ACTA 1 ONCOLOGICOS VITALES Designacion de secretaria 035-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 1.pdf,1,,,,
,,,,,
Acta 1 pregunta 112,1,,,,
,,,,,
ACTA_1_PREGUNTAS,1,,,,
,,,,,
Acta 1 preguntas 148 remifentanilo,1,,,,
,,,,,
Acta 1 preguntas 614.pdf,1,,,,
,,,,,
Acta 1 preguntas 699.pdf,1,,,,
,,,,,
ACTA _1_PREGUNTAS_RESPUESTAS,1,,,,
,,,,,
ACTA 1_PREGUNTAS RESPUESTAS,1,,,,
,,,,,
Acta 1 Preguntas Respuestas Aclaraciones,1,,,,
,,,,,
ACTA 1 PREGUNTAS RESPUESTAS Y ACALARACIONES,1,,,,
,,,,,
Acta 1 Preguntas respuestas y aclaraciones,1,,,,
,,,,,
Acta 1 Preguntas Respuestas y Aclaraciones,1,,,,
,,,,,
"Acta 1 Preguntas, Respuestas y Aclaraciones",1,,,
,,,,,
ACTA 1 Preguntas Respuestas y Aclaraciones,1,,,,
,,,,,
ACTA 1 - PREGUNTAS RESPUESTAS Y ACLARACIONES,1,,,,
,,,,,
ACTA 1 Preguntas respuestas y aclaraciones 119,1,,,,
,,,,,
ACTA 1 Preguntas respuestas y aclaraciones 258,1,,,,
,,,,,
ACTA 1 Preguntas respuestas y aclaraciones 259,1,,,,
,,,,,
Acta 1 Preguntas Respuestas y Aclaraciones levetiracetam 1000 mg-signed,1,,,,
,,,,,
ACTA 1 PREGUNTAS RESPUESTAS Y ACLARACIONES SIE 067-signed.pdf,1,,,,
,,,,,
Acta 1 Preguntas Respuestas y Aclaraciones SIE120,1,,,,
,,,,,
ACTA 1 PREGUNTAS RESPUESTAS Y ACLARACIONES SIE 130-signed.pdf,1,,,,
,,,,,
ACTA 1 PREGUNTAS RESPUESTAS Y ACLARACIONES SIE-ISSFA-2022,1,,,,
,,,,,
Acta 1 Preguntas respuestas y aclaraciones tamsulosina-signed-signed-signed,1,,,,
,,,,,
"ACTA 1 PREGUNTAS, RESPUESTAS Y ACLRACIONES",1,,,
,,,,,
ACTA 1 PREGUNTAS Y ACLARACIONES SIE-EPMMOP-017-2022-signed-signed-signed-signed,1,,,,
,,,,,
acta 1 preguntas y respuestas,1,,,,
,,,,,
Acta 1 Preguntas y Respuestas,1,,,,
,,,,,
Acta 1 PREGUNTAS Y RESPUESTAS,1,,,,
,,,,,
ACTA1 PREGUNTAS Y RESPUESTAS,1,,,,
,,,,,
ACTA 1 Preguntas y Respuestas 017,1,,,,
,,,,,
ACTA 1 Preguntas y respuestas anexo,1,,,,
,,,,,
ACTA 1 Preguntas y Respuestas Anexo,1,,,,
,,,,,
Acta 1 Prenguntas respuestas y aclaraciones,1,,,,
,,,,,
